"item","imdb","ia"
"http://www.wikidata.org/entity/Q1080674","tt0028827","Elephant_Boy_"
"http://www.wikidata.org/entity/Q1145006","tt0037468","WiththeMarinesatTarawa"
"http://www.wikidata.org/entity/Q1145745","tt0036807","experiment-perilous-1944-"
"http://www.wikidata.org/entity/Q1156836","tt0018217","october1928"
"http://www.wikidata.org/entity/Q1156836","tt0018217","october-ten-days-that-shook-the-world_1928"
"http://www.wikidata.org/entity/Q1171328","tt0037614","corn-is-green-1945"
"http://www.wikidata.org/entity/Q1304008","tt0047432","le-rouge-et-le-noir-1-autant-lara"
"http://www.wikidata.org/entity/Q3027987","tt0037644","1945-dillinger-dillinger-enemigo-publico-no-1-max-nosseck-vo"
"http://www.wikidata.org/entity/Q3226891","tt0021331","le-sang-dun-poete-jean-cocteau-1930"
"http://www.wikidata.org/entity/Q3441176","tt0023410","rome-express-1932"
